"","school","score","college","white","el","prop_college"
"2985",2078,332.17,0,1,0,0.275862068965517
"2986",2078,215.25,0,0,0,0.275862068965517
"2987",2078,363.08,1,1,0,0.275862068965517
"2988",2078,254.51,0,0,0,0.275862068965517
"2989",2078,230.16,1,0,0,0.275862068965517
"2990",2078,266.44,0,1,0,0.275862068965517
"2991",2078,270.05,0,0,0,0.275862068965517
"2992",2078,231.87,0,0,0,0.275862068965517
"2993",2078,236.28,1,0,0,0.275862068965517
"2994",2078,268.77,0,0,0,0.275862068965517
"2995",2078,210.53,0,0,0,0.275862068965517
"2996",2078,237.31,0,0,1,0.275862068965517
"2997",2078,304.05,0,1,0,0.275862068965517
"2998",2078,311.06,1,0,0,0.275862068965517
"2999",2078,261.23,1,0,0,0.275862068965517
"3000",2116,316.34,1,1,0,0.421052631578947
"3001",2116,315.12,0,1,0,0.421052631578947
"3002",2116,302.6,0,1,0,0.421052631578947
"3003",2116,245.19,0,0,0,0.421052631578947
"3004",2116,231.02,0,1,0,0.421052631578947
"3005",2116,254.04,0,1,0,0.421052631578947
"3006",2116,289.42,0,1,0,0.421052631578947
"3007",2116,272.47,1,1,0,0.421052631578947
"3008",2116,268.77,0,1,0,0.421052631578947
"3009",2116,285.43,0,0,0,0.421052631578947
"3010",2116,317.54,1,1,0,0.421052631578947
"3011",2116,320.72,1,1,0,0.421052631578947
"3012",2116,261.12,1,1,0,0.421052631578947
"3013",2116,258.87,1,1,0,0.421052631578947
"3014",2116,284.84,0,1,0,0.421052631578947
"3015",2116,280.97,0,1,0,0.421052631578947
"3016",2116,298.92,0,0,0,0.421052631578947
"3017",2116,278.82,1,1,0,0.421052631578947
"3018",2116,352.36,1,1,0,0.421052631578947
"3019",2125,312.69,0,1,0,0.56
"3020",2125,224.97,0,1,0,0.56
"3021",2125,289.67,1,1,0,0.56
"3022",2125,307.44,1,1,0,0.56
"3023",2125,297.19,0,1,0,0.56
"3024",2125,285.86,0,0,0,0.56
"3025",2125,312.1,1,1,0,0.56
"3026",2125,289.38,1,1,0,0.56
"3027",2125,247.35,0,1,0,0.56
"3028",2125,324.29,0,1,0,0.56
"3029",2125,285.66,1,1,0,0.56
"3030",2125,315,1,1,0,0.56
"3031",2125,293.61,1,1,0,0.56
"3032",2125,293.89,1,1,0,0.56
"3033",2125,289.92,1,1,0,0.56
"3034",2125,284.81,1,1,0,0.56
"3035",2125,264.87,0,1,0,0.56
"3036",2125,327.96,0,1,0,0.56
"3037",2125,301.57,1,1,0,0.56
"3038",2125,296.54,1,1,0,0.56
"3039",2125,247.06,1,1,0,0.56
"3040",2125,279.9,0,1,0,0.56
"3041",2125,175.2,0,1,0,0.56
"3042",2125,246.87,1,1,0,0.56
"3043",2125,275.5,0,1,0,0.56
"3044",2148,228.05,0,0,0,0.24
"3045",2148,275.16,0,0,0,0.24
"3046",2148,227.28,1,0,0,0.24
"3047",2148,273.26,0,0,0,0.24
"3048",2148,228.94,0,0,0,0.24
"3049",2148,245.18,0,0,0,0.24
"3050",2148,312.1,0,0,0,0.24
"3051",2148,275.09,0,0,0,0.24
"3052",2148,252.35,0,0,0,0.24
"3053",2148,278.68,1,0,0,0.24
"3054",2148,181.07,0,0,0,0.24
"3055",2148,226.8,0,0,1,0.24
"3056",2148,307.64,0,0,0,0.24
"3057",2148,243.06,0,0,0,0.24
"3058",2148,285.92,0,0,0,0.24
"3059",2148,288.02,0,0,0,0.24
"3060",2148,272.36,0,0,0,0.24
"3061",2148,219.6,0,0,1,0.24
"3062",2148,260.59,0,0,0,0.24
"3063",2148,221.42,1,0,0,0.24
"3064",2148,296.68,0,0,0,0.24
"3065",2148,262.22,1,0,0,0.24
"3066",2148,242.13,1,0,0,0.24
"3067",2148,245.26,1,0,0,0.24
"3068",2148,217.74,0,0,0,0.24
"3069",2153,327.97,0,1,0,NA
"3070",2153,283.03,0,1,0,NA
"3071",2153,350.67,0,1,0,NA
"3072",2153,322.64,0,1,0,NA
"3073",2153,335.5,0,1,0,NA
"3074",2153,293.89,0,1,0,NA
"3075",2153,334.33,0,1,0,NA
"3076",2153,292.21,0,1,0,NA
"3077",2153,264.63,0,1,0,NA
"3078",2153,339.85,0,1,0,NA
"3079",2153,246.29,0,1,0,NA
"3080",2153,329.28,0,0,0,NA
"3081",2153,285.93,0,1,0,NA
"3082",2153,277.4,0,1,0,NA
"3083",2153,303.88,0,1,0,NA
"3084",2153,299.93,0,1,0,NA
"3085",2153,329,0,0,0,NA
"3086",2153,344.06,0,1,0,NA
"3087",2153,309.97,0,1,0,NA
"3088",2153,272.25,0,0,0,NA
"3089",2189,203.44,0,0,0,NA
"3090",2189,285.4,0,1,0,NA
"3091",2189,250.95,0,0,0,NA
"3092",2189,256.89,0,1,0,NA
"3093",2189,225.68,0,0,1,NA
"3094",2189,275.04,0,1,0,NA
"3095",2189,283.13,0,1,0,NA
"3096",2189,314.48,0,1,0,NA
"3097",2189,313.28,0,0,0,NA
"3098",2189,227.21,0,0,1,NA
"3099",2189,243.31,0,0,1,NA
"3100",2189,227.57,0,1,0,NA
"3101",2189,287.28,0,1,0,NA
"3102",2189,318.42,0,1,0,NA
"3103",2189,240.06,0,0,0,NA
"3104",2189,318.62,0,1,0,NA
"3105",2189,247.1,0,0,0,NA
"3106",2189,255.31,0,0,1,NA
"3107",2189,239.14,0,0,1,NA
"3108",2189,311.42,0,1,0,NA
"3109",2189,231.68,0,0,1,NA
"3110",2189,288.8,0,1,0,NA
"3111",2189,294.43,0,0,0,NA
"3112",2189,206.67,0,0,0,NA
"3113",2189,321.15,0,1,0,NA
"3114",2189,309.14,0,0,0,NA
"3115",2189,305.71,0,1,0,NA
"3116",2189,268.35,0,1,0,NA
"3117",2189,300.93,0,0,0,NA
"3118",2189,287.59,0,1,0,NA
"3119",2189,312.32,0,1,0,NA
"3120",2189,293.98,0,0,0,NA
"3121",2189,249.38,0,1,0,NA
"3122",2189,283.34,0,1,0,NA
"3123",2189,290.34,0,0,0,NA
"3124",2189,270.11,0,1,0,NA
"3125",2189,310.19,0,0,0,NA
"3126",2189,281.08,0,0,0,NA
"3127",2189,318,0,1,0,NA
"3128",2189,289.17,0,0,0,NA
"3129",2189,308.18,0,0,0,NA
"3130",2189,281.43,0,1,0,NA
"3131",2189,292.05,0,1,0,NA
"3132",2189,254.08,0,1,0,NA
"3133",2189,278.28,0,0,1,NA
"3134",2189,300.86,0,1,0,NA
"3135",2189,289.34,0,1,0,NA
"3136",2189,296.11,0,0,1,NA
"3137",2189,239.43,0,1,0,NA
"3138",2189,229.15,0,1,0,NA
"3139",2189,250.76,0,0,0,NA
"3140",2189,241.98,0,0,1,NA
"3141",2189,286.75,0,1,0,NA
"3142",2189,249.51,0,1,0,NA
"3143",2189,337.46,0,1,0,NA
"3144",2195,310.68,1,1,0,0.5
"3145",2195,248.22,1,1,0,0.5
"3146",2195,291.34,1,1,0,0.5
"3147",2195,312.31,0,1,0,0.5
"3148",2195,282.84,1,1,0,0.5
"3149",2195,310.52,1,1,0,0.5
"3150",2195,290.69,1,1,0,0.5
"3151",2195,292.95,0,1,0,0.5
"3152",2195,251.7,0,1,0,0.5
"3153",2195,344.08,1,1,0,0.5
"3154",2195,284.13,0,1,0,0.5
"3155",2195,279.09,0,1,0,0.5
"3156",2195,295.38,0,1,0,0.5
"3157",2195,295.63,1,1,0,0.5
"3158",2195,267.11,1,1,0,0.5
"3159",2195,292.16,0,1,0,0.5
"3160",2195,292.79,0,1,0,0.5
"3161",2195,287.16,0,1,0,0.5
"3162",2195,281.54,0,1,0,0.5
"3163",2195,237.45,1,1,0,0.5
"3164",2195,288.26,0,1,0,0.5
"3165",2195,300.24,1,1,0,0.5
"3166",2195,274.43,1,1,0,0.5
"3167",2195,265.15,1,1,0,0.5
"3168",2195,257.85,0,1,0,0.5
"3169",2195,240.84,0,1,0,0.5
"3170",2198,241.92,0,0,0,0.230769230769231
"3171",2198,191.31,0,0,0,0.230769230769231
"3172",2198,238.78,1,0,0,0.230769230769231
"3173",2198,237.41,1,0,0,0.230769230769231
"3174",2198,172.1,0,0,0,0.230769230769231
"3175",2198,244.46,0,0,0,0.230769230769231
"3176",2198,267.33,1,0,0,0.230769230769231
"3177",2198,221.74,0,0,0,0.230769230769231
"3178",2198,152.13,0,0,0,0.230769230769231
"3179",2198,241.86,0,0,0,0.230769230769231
"3180",2198,274.21,0,0,0,0.230769230769231
"3181",2198,295.78,0,0,0,0.230769230769231
"3182",2198,213.13,0,0,0,0.230769230769231
"3183",2228,266.88,1,0,0,0.363636363636364
"3184",2228,315.78,0,0,0,0.363636363636364
"3185",2228,243.73,0,1,0,0.363636363636364
"3186",2228,278.28,1,1,0,0.363636363636364
"3187",2228,282.53,1,0,0,0.363636363636364
"3188",2228,306.46,1,1,0,0.363636363636364
"3189",2228,248.39,0,0,0,0.363636363636364
"3190",2228,305.01,0,0,0,0.363636363636364
"3191",2228,313.7,0,1,0,0.363636363636364
"3192",2228,278.21,0,1,0,0.363636363636364
"3193",2228,294.38,0,0,0,0.363636363636364
"3194",2228,246.79,0,1,0,0.363636363636364
"3195",2228,300.84,1,1,0,0.363636363636364
"3196",2228,297,0,1,0,0.363636363636364
"3197",2228,263.11,0,1,0,0.363636363636364
"3198",2228,292.37,0,1,0,0.363636363636364
"3199",2228,284.76,0,1,0,0.363636363636364
"3200",2228,289.02,0,0,0,0.363636363636364
"3201",2228,266.08,1,1,0,0.363636363636364
"3202",2228,251.62,0,0,0,0.363636363636364
"3203",2228,256.96,1,1,0,0.363636363636364
"3204",2228,221.11,1,1,0,0.363636363636364
"3205",2238,281.56,1,1,0,0.529411764705882
"3206",2238,301.85,1,1,0,0.529411764705882
"3207",2238,334.06,1,1,0,0.529411764705882
"3208",2238,294.28,0,1,0,0.529411764705882
"3209",2238,281.37,1,1,0,0.529411764705882
"3210",2238,275.92,0,1,0,0.529411764705882
"3211",2238,251.41,0,1,0,0.529411764705882
"3212",2238,275.64,0,1,0,0.529411764705882
"3213",2238,275.29,0,1,0,0.529411764705882
"3214",2238,302.81,0,1,0,0.529411764705882
"3215",2238,270.06,1,1,0,0.529411764705882
"3216",2238,306.09,1,1,0,0.529411764705882
"3217",2238,300.91,0,1,0,0.529411764705882
"3218",2238,289.37,1,1,0,0.529411764705882
"3219",2238,284.24,1,1,0,0.529411764705882
"3220",2238,247.45,1,1,0,0.529411764705882
"3221",2238,285.19,0,0,0,0.529411764705882
"3222",2248,257.13,0,0,0,NA
"3223",2248,254.4,0,0,0,NA
"3224",2248,262.28,0,0,0,NA
"3225",2248,302.92,0,0,0,NA
"3226",2248,272.23,0,0,0,NA
"3227",2248,242.09,0,0,0,NA
"3228",2248,289.08,0,0,0,NA
"3229",2248,288.9,0,0,0,NA
"3230",2248,271.58,0,0,0,NA
"3231",2248,307.07,0,0,0,NA
"3232",2248,228.39,0,0,0,NA
"3233",2248,296.58,0,0,0,NA
"3234",2248,216.16,0,0,1,NA
"3235",2248,264.97,0,0,0,NA
"3236",2248,284.49,0,0,0,NA
"3237",2248,211.53,0,0,1,NA
"3238",2248,265.75,0,0,0,NA
"3239",2248,177.74,0,0,0,NA
"3240",2248,262.38,0,0,1,NA
"3241",2248,220.52,0,0,1,NA
"3242",2248,240.52,0,0,0,NA
"3243",2248,265.3,0,0,0,NA
"3244",2248,293.92,0,0,0,NA
"3245",2248,255.48,0,0,0,NA
"3246",2248,264.98,0,0,0,NA
"3247",2248,241.28,0,0,0,NA
"3248",2254,291.01,0,1,0,0.514285714285714
"3249",2254,303.65,1,1,0,0.514285714285714
"3250",2254,302.43,1,1,0,0.514285714285714
"3251",2254,292.6,1,1,0,0.514285714285714
"3252",2254,302.79,1,1,0,0.514285714285714
"3253",2254,295.46,1,1,0,0.514285714285714
"3254",2254,283.57,0,1,0,0.514285714285714
"3255",2254,307.41,1,1,0,0.514285714285714
"3256",2254,257.7,1,1,0,0.514285714285714
"3257",2254,236.85,0,1,0,0.514285714285714
"3258",2254,305.06,0,1,0,0.514285714285714
"3259",2254,274.76,1,1,0,0.514285714285714
"3260",2254,191.64,0,1,0,0.514285714285714
"3261",2254,243.44,1,1,0,0.514285714285714
"3262",2254,304.08,1,1,0,0.514285714285714
"3263",2254,309.92,0,1,0,0.514285714285714
"3264",2254,289.2,0,1,0,0.514285714285714
"3265",2254,268.26,1,1,0,0.514285714285714
"3266",2254,264.71,1,1,0,0.514285714285714
"3267",2254,277.98,1,1,0,0.514285714285714
"3268",2254,264.68,0,1,0,0.514285714285714
"3269",2254,312.62,1,0,0,0.514285714285714
"3270",2254,292.33,0,1,0,0.514285714285714
"3271",2254,318.1,1,1,0,0.514285714285714
"3272",2254,284.31,0,1,0,0.514285714285714
"3273",2254,258.34,0,1,0,0.514285714285714
"3274",2254,261.32,0,1,0,0.514285714285714
"3275",2254,261.26,0,1,0,0.514285714285714
"3276",2254,252.61,1,0,0,0.514285714285714
"3277",2254,276.47,0,1,0,0.514285714285714
"3278",2254,300.62,1,1,0,0.514285714285714
"3279",2254,251.79,0,1,0,0.514285714285714
"3280",2254,275.95,0,1,0,0.514285714285714
"3281",2254,249.34,0,1,0,0.514285714285714
"3282",2254,298.29,1,1,0,0.514285714285714
"3283",2285,343.72,1,1,0,0.2
"3284",2285,325.32,0,1,0,0.2
"3285",2285,301.04,0,1,0,0.2
"3286",2285,307.59,0,1,0,0.2
"3287",2285,301.72,0,1,0,0.2
"3288",2289,308.24,0,0,0,NA
"3289",2289,301.36,0,1,0,NA
"3290",2289,306.5,0,1,0,NA
"3291",2289,267.9,0,1,0,NA
"3292",2289,273.4,0,0,0,NA
"3293",2289,287.81,0,1,0,NA
"3294",2289,274.46,0,0,0,NA
"3295",2289,326.13,0,1,0,NA
"3296",2289,275,0,1,0,NA
"3297",2289,271.02,0,1,0,NA
"3298",2289,302.5,0,0,0,NA
"3299",2289,273.99,0,1,0,NA
"3300",2289,263.46,0,1,0,NA
"3301",2289,343.73,0,0,0,NA
"3302",2289,319.03,0,0,0,NA
"3303",2289,353.07,0,1,0,NA
"3304",2289,352.11,0,0,0,NA
"3305",2289,267.41,0,1,0,NA
"3306",2289,250.8,0,1,0,NA
"3307",2289,269.68,0,1,0,NA
"3308",2289,303.32,0,1,0,NA
"3309",2289,250.25,0,0,0,NA
"3310",2289,330.29,0,0,0,NA
"3311",2289,333.4,0,1,0,NA
"3312",2289,288.85,0,1,0,NA
"3313",2289,255.88,0,1,0,NA
"3314",2289,292.87,0,1,0,NA
"3315",2289,287.96,0,1,0,NA
"3316",2289,365.29,0,1,0,NA
"3317",2289,226.94,0,1,0,NA
"3318",2289,291.89,0,1,0,NA
"3319",2289,292.31,0,1,0,NA
"3320",2289,332.18,0,1,0,NA
"3321",2289,318.97,0,1,0,NA
"3322",2289,312.84,0,1,0,NA
"3323",2289,335.68,0,1,0,NA
"3324",2289,342.35,0,1,0,NA
"3325",2289,270.89,0,1,0,NA
"3326",2289,268.44,0,0,1,NA
"3327",2289,336.13,0,1,0,NA
"3328",2289,272.68,0,1,0,NA
"3329",2289,307.33,0,1,0,NA
"3330",2289,262.02,0,1,0,NA
"3331",2289,268.03,0,1,0,NA
"3332",2289,342.05,0,1,0,NA
"3333",2289,298.9,0,0,0,NA
"3334",2289,229.96,0,0,0,NA
"3335",2289,315.24,0,1,0,NA
"3336",2289,351.96,0,0,0,NA
"3337",2289,285.62,0,0,0,NA
"3338",2289,332.37,0,1,0,NA
"3339",2289,305.65,0,0,0,NA
"3340",2289,225.77,0,1,0,NA
"3341",2289,228.72,0,0,0,NA
"3342",2289,316.76,0,0,0,NA
"3343",2289,289.44,0,1,0,NA
"3344",2289,368.13,0,1,0,NA
"3345",2289,289.67,0,1,0,NA
"3346",2289,306.06,0,1,0,NA
"3347",2289,283.97,0,0,0,NA
"3348",2289,285.23,0,1,0,NA
"3349",2289,296.42,0,0,0,NA
"3350",2289,307.47,0,0,1,NA
"3351",2289,280.21,0,1,0,NA
"3352",2289,347.74,0,1,0,NA
"3353",2289,328.51,0,1,0,NA
"3354",2289,239.09,0,1,0,NA
"3355",2289,314.15,0,0,0,NA
"3356",2289,339.66,0,1,0,NA
"3357",2289,313.99,0,1,0,NA
"3358",2289,270.79,0,1,0,NA
"3359",2289,311.92,0,1,0,NA
"3360",2289,321.79,0,1,0,NA
"3361",2289,272.59,0,1,0,NA
"3362",2289,310.34,0,1,0,NA
"3363",2316,258.33,0,0,0,0.333333333333333
"3364",2316,267.21,0,0,0,0.333333333333333
"3365",2316,320.54,0,1,0,0.333333333333333
"3366",2316,317.85,0,1,0,0.333333333333333
"3367",2316,305.6,0,0,0,0.333333333333333
"3368",2316,308.46,0,1,0,0.333333333333333
"3369",2316,292.47,0,1,0,0.333333333333333
"3370",2316,262.92,1,1,0,0.333333333333333
"3371",2316,290.93,1,1,0,0.333333333333333
"3372",2316,250.9,1,0,0,0.333333333333333
"3373",2316,273.59,0,0,0,0.333333333333333
"3374",2316,326.69,0,1,0,0.333333333333333
"3375",2316,300.22,1,1,0,0.333333333333333
"3376",2316,293.88,0,0,0,0.333333333333333
"3377",2316,290.98,0,1,0,0.333333333333333
"3378",2316,264.17,0,0,0,0.333333333333333
"3379",2316,259.73,1,0,0,0.333333333333333
"3380",2316,342.16,1,1,0,0.333333333333333
"3381",2316,239.75,0,0,0,0.333333333333333
"3382",2316,243.57,1,1,0,0.333333333333333
"3383",2316,248.33,0,0,0,0.333333333333333
"3384",2316,290.52,1,1,0,0.333333333333333
"3385",2316,254.81,0,1,0,0.333333333333333
"3386",2316,231.8,0,0,0,0.333333333333333
"3387",2316,280.63,1,1,0,0.333333333333333
"3388",2316,283.26,0,0,0,0.333333333333333
"3389",2316,272.84,0,1,0,0.333333333333333
"3390",2323,212.62,0,1,0,NA
"3391",2323,287.92,0,1,0,NA
"3392",2323,289.85,0,1,0,NA
"3393",2323,309.42,0,1,0,NA
"3394",2323,320.26,0,1,0,NA
"3395",2323,240.46,0,1,0,NA
"3396",2323,329.74,0,1,0,NA
"3397",2323,281.31,0,1,0,NA
"3398",2323,254.57,0,1,0,NA
"3399",2323,322.55,0,1,0,NA
"3400",2323,281.59,0,1,0,NA
"3401",2323,298.77,0,1,0,NA
"3402",2323,280.69,0,1,0,NA
"3403",2323,337.59,0,1,0,NA
"3404",2323,297.91,0,1,0,NA
"3405",2323,252.01,0,0,0,NA
"3406",2323,270.06,0,1,0,NA
"3407",2323,293.44,0,1,0,NA
"3408",2323,324.71,0,1,0,NA
"3409",2323,302.17,0,1,0,NA
"3410",2323,251.4,0,1,0,NA
"3411",2323,284.96,0,1,0,NA
"3412",2323,324.31,0,1,0,NA
"3413",2323,334.7,0,0,0,NA
"3414",2323,297.41,0,1,0,NA
"3415",2323,320.59,0,1,0,NA
"3416",2323,246.19,0,1,0,NA
"3417",2323,304.11,0,1,0,NA
"3418",2323,290.4,0,1,0,NA
"3419",2323,292.46,0,1,0,NA
"3420",2323,295.84,0,1,0,NA
"3421",2323,306.25,0,1,0,NA
"3422",2323,273.44,0,1,0,NA
"3423",2323,253.17,0,1,0,NA
"3424",2323,279,0,1,0,NA
"3425",2323,301.28,0,1,0,NA
"3426",2323,220.03,0,1,0,NA
"3427",2323,268.78,0,0,0,NA
"3428",2323,323.81,0,1,0,NA
"3429",2323,329.1,0,1,0,NA
"3430",2323,310.72,0,0,1,NA
"3431",2323,321.72,0,0,0,NA
"3432",2323,257.3,0,1,0,NA
"3433",2323,315.53,0,0,0,NA
"3434",2323,254.53,0,1,0,NA
"3435",2323,283.93,0,1,0,NA
"3436",2323,180.94,0,1,0,NA
"3437",2323,256.84,0,1,1,NA
"3438",2327,244.58,0,1,0,0.5
"3439",2327,256.89,1,1,0,0.5
"3440",2327,255.56,1,1,0,0.5
"3441",2327,217.54,0,1,0,0.5
"3442",2327,305.43,1,1,0,0.5
"3443",2327,285.62,1,1,0,0.5
"3444",2327,294.4,0,1,0,0.5
"3445",2327,278.99,0,1,0,0.5
"3446",2338,286.52,1,0,0,0.636363636363636
"3447",2338,251.52,0,0,0,0.636363636363636
"3448",2338,309.02,1,1,0,0.636363636363636
"3449",2338,272.84,0,0,0,0.636363636363636
"3450",2338,254.93,0,1,0,0.636363636363636
"3451",2338,290.8,1,0,0,0.636363636363636
"3452",2338,307.11,1,1,0,0.636363636363636
"3453",2338,235.25,0,0,0,0.636363636363636
"3454",2338,254.14,0,0,0,0.636363636363636
"3455",2338,238.61,0,1,0,0.636363636363636
"3456",2338,295.34,1,0,0,0.636363636363636
"3457",2338,262.65,1,1,0,0.636363636363636
"3458",2338,272.54,1,0,0,0.636363636363636
"3459",2338,313.86,1,0,0,0.636363636363636
"3460",2338,240.88,0,0,0,0.636363636363636
"3461",2338,264.23,0,1,0,0.636363636363636
"3462",2338,279.75,1,0,0,0.636363636363636
"3463",2338,279.48,1,0,0,0.636363636363636
"3464",2338,314.48,1,1,0,0.636363636363636
"3465",2338,309.88,1,0,0,0.636363636363636
"3466",2338,228.85,1,1,0,0.636363636363636
"3467",2338,282.41,1,0,0,0.636363636363636
"3468",2345,283.12,0,1,0,0.170212765957447
"3469",2345,207.81,0,0,1,0.170212765957447
"3470",2345,307.25,0,1,0,0.170212765957447
"3471",2345,215.6,1,1,0,0.170212765957447
"3472",2345,259.06,0,0,0,0.170212765957447
"3473",2345,229.11,0,0,0,0.170212765957447
"3474",2345,250.67,1,0,0,0.170212765957447
"3475",2345,230.15,0,0,0,0.170212765957447
"3476",2345,282.1,0,0,0,0.170212765957447
"3477",2345,244.03,0,0,1,0.170212765957447
"3478",2345,267.41,0,0,1,0.170212765957447
"3479",2345,237.14,0,0,0,0.170212765957447
"3480",2345,205.39,0,0,1,0.170212765957447
"3481",2345,262.24,0,0,1,0.170212765957447
"3482",2345,182.48,0,0,0,0.170212765957447
"3483",2345,220.41,1,1,0,0.170212765957447
"3484",2345,224.22,1,0,0,0.170212765957447
"3485",2345,305.13,1,1,0,0.170212765957447
"3486",2345,196.5,0,0,0,0.170212765957447
"3487",2345,289.35,0,0,0,0.170212765957447
"3488",2345,252.76,0,0,0,0.170212765957447
"3489",2345,244.95,0,0,0,0.170212765957447
"3490",2345,225.61,0,1,0,0.170212765957447
"3491",2345,286.53,0,0,0,0.170212765957447
"3492",2345,317.19,1,0,0,0.170212765957447
"3493",2345,218.09,0,0,0,0.170212765957447
"3494",2345,255.55,0,0,0,0.170212765957447
"3495",2345,299.46,0,0,0,0.170212765957447
"3496",2345,288.54,0,1,0,0.170212765957447
"3497",2345,272.48,0,0,0,0.170212765957447
"3498",2345,257.25,1,0,0,0.170212765957447
"3499",2345,262.84,0,0,0,0.170212765957447
"3500",2345,285.66,0,0,0,0.170212765957447
"3501",2345,261.32,0,0,1,0.170212765957447
"3502",2345,206.88,0,0,0,0.170212765957447
"3503",2345,278.88,0,0,0,0.170212765957447
"3504",2345,274.55,0,0,0,0.170212765957447
"3505",2345,255.53,0,1,0,0.170212765957447
"3506",2345,249.83,0,0,0,0.170212765957447
"3507",2345,242.02,0,1,0,0.170212765957447
"3508",2345,275.71,0,0,0,0.170212765957447
"3509",2345,261.4,1,0,1,0.170212765957447
"3510",2345,239.57,0,0,1,0.170212765957447
"3511",2345,306.78,0,0,0,0.170212765957447
"3512",2345,234.03,0,0,0,0.170212765957447
"3513",2345,299.29,0,1,0,0.170212765957447
"3514",2345,280.45,0,0,0,0.170212765957447
"3515",2358,254.53,0,0,0,0.6
"3516",2358,236.01,0,0,0,0.6
"3517",2358,273.67,0,0,0,0.6
"3518",2358,283.62,1,0,0,0.6
"3519",2358,259.45,1,0,0,0.6
"3520",2358,232.17,0,0,0,0.6
"3521",2358,285.82,1,0,0,0.6
"3522",2358,254.59,1,0,0,0.6
"3523",2358,298.59,0,0,0,0.6
"3524",2358,249.21,1,0,0,0.6
"3525",2358,281.05,0,0,0,0.6
"3526",2358,295.9,1,0,0,0.6
"3527",2358,295.33,1,0,0,0.6
"3528",2358,201.74,0,0,0,0.6
"3529",2358,246.51,1,0,0,0.6
"3530",2358,264.37,0,0,0,0.6
"3531",2358,306.12,1,1,0,0.6
"3532",2358,278.29,1,0,0,0.6
"3533",2358,279.05,0,0,0,0.6
"3534",2358,249.68,0,0,0,0.6
"3535",2358,246.57,1,0,0,0.6
"3536",2358,287.8,1,0,0,0.6
"3537",2358,275.53,0,0,0,0.6
"3538",2358,292.75,1,0,0,0.6
"3539",2358,309.65,1,0,0,0.6
"3540",2358,241.03,0,0,0,0.6
"3541",2358,280.24,1,0,0,0.6
"3542",2358,268.95,1,0,0,0.6
"3543",2358,251.15,1,0,0,0.6
"3544",2358,287.7,1,0,0,0.6
"3545",2359,263.86,0,0,0,NA
"3546",2359,218.18,0,1,0,NA
"3547",2362,294.28,1,1,0,0.313725490196078
"3548",2362,289.26,0,1,0,0.313725490196078
"3549",2362,281.07,0,1,0,0.313725490196078
"3550",2362,277.61,0,1,0,0.313725490196078
"3551",2362,288.07,1,1,0,0.313725490196078
"3552",2362,302.31,1,1,0,0.313725490196078
"3553",2362,300.58,0,1,0,0.313725490196078
"3554",2362,246.92,1,1,0,0.313725490196078
"3555",2362,201.92,1,0,0,0.313725490196078
"3556",2362,324.78,0,1,0,0.313725490196078
"3557",2362,299.3,0,1,0,0.313725490196078
"3558",2362,288.06,1,1,0,0.313725490196078
"3559",2362,239.41,0,1,0,0.313725490196078
"3560",2362,226.75,1,1,0,0.313725490196078
"3561",2362,253.39,0,1,0,0.313725490196078
"3562",2362,229.1,0,1,0,0.313725490196078
"3563",2362,240.51,1,1,0,0.313725490196078
"3564",2362,305.3,0,1,0,0.313725490196078
"3565",2362,310.31,0,0,1,0.313725490196078
"3566",2362,224.12,0,0,1,0.313725490196078
"3567",2362,196.22,0,0,1,0.313725490196078
"3568",2362,207.4,0,0,1,0.313725490196078
"3569",2362,290.11,1,0,0,0.313725490196078
"3570",2362,236.96,0,0,0,0.313725490196078
"3571",2362,311.13,0,0,0,0.313725490196078
"3572",2362,242.7,0,0,1,0.313725490196078
"3573",2362,290.61,1,1,0,0.313725490196078
"3574",2362,294.05,1,1,0,0.313725490196078
"3575",2362,275.55,1,1,0,0.313725490196078
"3576",2362,261.94,0,0,1,0.313725490196078
"3577",2362,283.02,0,1,0,0.313725490196078
"3578",2362,278.87,0,1,0,0.313725490196078
"3579",2362,302.98,0,0,0,0.313725490196078
"3580",2362,313,0,1,0,0.313725490196078
"3581",2362,291.28,0,1,0,0.313725490196078
"3582",2362,297.57,0,1,0,0.313725490196078
"3583",2362,305.88,0,1,0,0.313725490196078
"3584",2362,271.71,1,1,0,0.313725490196078
"3585",2362,261.81,1,1,0,0.313725490196078
"3586",2362,271.74,0,1,0,0.313725490196078
"3587",2362,243.59,0,0,0,0.313725490196078
"3588",2362,276.19,0,1,0,0.313725490196078
"3589",2362,159.77,0,1,0,0.313725490196078
"3590",2362,216.93,0,0,1,0.313725490196078
"3591",2362,288.73,0,0,1,0.313725490196078
"3592",2362,250.04,0,1,0,0.313725490196078
"3593",2362,273.69,1,1,0,0.313725490196078
"3594",2362,263.33,0,1,0,0.313725490196078
"3595",2362,224.75,0,1,0,0.313725490196078
"3596",2362,250.42,0,1,0,0.313725490196078
"3597",2362,286.88,1,1,0,0.313725490196078
"3598",2383,240.37,0,0,0,NA
"3599",2383,306.77,0,0,0,NA
"3600",2383,229.05,0,0,0,NA
"3601",2383,286.91,0,0,0,NA
"3602",2383,291.73,0,1,0,NA
"3603",2383,276.7,0,1,0,NA
"3604",2383,298.65,0,0,0,NA
"3605",2383,289.31,0,0,0,NA
"3606",2383,266.27,0,0,0,NA
"3607",2383,247.47,0,0,0,NA
"3608",2383,267.59,0,0,0,NA
"3609",2383,163.55,0,0,0,NA
"3610",2383,197.82,0,0,0,NA
